created_at,tweet_content,keyword,user_location,entities
2021-09-21 23:37:16,"🎥 TH: Sim, porque estou sentado ao lado de pessoas que estão malhando nos meus ombros...

  @BTS_twt #BTS",BTS,Namjoonlandia ,"{'hashtags': [{'text': 'BTS', 'indices': [120, 124]}], 'urls': [], 'user_mentions': [{'screen_name': 'BTSNewsBrasil', 'name': 'Bangtan News Brasil ⟭⟬ ⁷', 'id': 746544525657706498, 'id_str': '746544525657706498', 'indices': [3, 17]}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': 335141638, 'id_str': '335141638', 'indices': [111, 119]}], 'symbols': []}"
2021-09-21 23:37:16,"eu: quero morrer
bts: quer nada
eu: quero nada, eu em",BTS,perdida em Nárnia👽,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'gothtkog1', 'name': '𝗮𝘀𝗵 ! nay day🐰// block de seguir.', 'id': 1366088811592224770, 'id_str': '1366088811592224770', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:16,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,愛 𐂂  ,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:17,BTS SUA LIVE CAIU E SEUS FÃS ABRIRAM UMA FAZENDA FAÇA ALGUMA COISA,BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'springwab', 'name': 'Min lala⁷ 💜🐙 my universe', 'id': 1020452642047373312, 'id_str': '1020452642047373312', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:17,"PERDEU TUDO! drama do bts, não conseguem fazer uma live por causa da internet de padaria!!",BTS,| ot7,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vminartes', 'name': '𝚊𝚍𝚑𝚊𝚛𝚊 ⁷ ⟭⟬ ASSISTIU 4 LIVES OT7', 'id': 1231389580584198144, 'id_str': '1231389580584198144', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:17,o BTS apareceu e assanhou o fandom e agora parece que tão tudo desorientado meu deus bts seus fãs entraram em um surto em conjunto aqui.,BTS,ⓔⓧⓘⓢⓣⓘⓝⓓⓞ,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jigguksi', 'name': 'ؘ', 'id': 786324746719924224, 'id_str': '786324746719924224', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:17,"@jiwoowx Teve quatro 
E tbm uma galinha com 33k de pessoas assistindo ela cantar as discografias do BTS kkkkkk",BTS,•she/her•,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jiwoowx', 'name': 'nay៹', 'id': 1340086729814978560, 'id_str': '1340086729814978560', 'indices': [0, 8]}], 'symbols': []}"
2021-09-21 23:37:17,"é uma babaquice do caralho NUNCA é possível pra esse povo assumir que o bts é grande, parece veneno assumir que o bts merece estar na ONU mas caralho sempre tem que te um motivo pra diminuir isso, citando o fandom ou até mesmo algo deles, james corden você é só mais um de muitos.",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'hobiefave', 'name': '# faela', 'id': 1325685120309850112, 'id_str': '1325685120309850112', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:17,"pra quem nao ta entendendo oque ta rolando, o james corden, fez um vídeo falando sobre o bts na ONU e soltou umas falar infelizes, dizendo que eles são ""visitas incomuns"" e fazendo uma 'piadinha' limitando armys em ""garotas de 15 anos"", como se o fandom ja nao fosse esteriótipado",BTS,🌌25/05/2019,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'VANTEVlE', 'name': 'ؘhelô⁷', 'id': 1267706862377598985, 'id_str': '1267706862377598985', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:18,"E abram o olho, porque james corden não é o primeiro e nem o último que de primeiro momento se demonstra simpático e realmente interessado nos trabalhos dos meninos. No fim das contas o objetivo é sempre o mesmo, lucrar com a imagem do bts.",BTS,Hope World,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sugasuprmcy', 'name': '𝖽𝗎𝖽𝗎⁷៹', 'id': 1373017615518597133, 'id_str': '1373017615518597133', 'indices': [3, 15]}], 'symbols': []}"
