created_at,tweet_content,keyword,user_location,entities
2021-09-22 14:57:06,"Cactos é sério mesmo, se vocês pararem de escutar o EP e ouvirem pouco, a Juliette vai perder todos os ouvintes mensais dela no spotify, então escutem muito as músicas do EP pra subir os streams e ela não perder os ouvintes mensais dela!!!",Juliette,🌵,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'arixzzlz', 'name': 'arixfreire', 'id': 1311459581827088391, 'id_str': '1311459581827088391', 'indices': [3, 12]}], 'symbols': []}"
2021-09-22 14:57:14,"@AcervoCharts @juliette Cinquenta e dois

JULIETTE TE AMO",Juliette,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AcervoCharts', 'name': 'ACERVO #AcervoMusicAwards', 'id': 753424463560052736, 'id_str': '753424463560052736', 'indices': [0, 13]}, {'screen_name': 'juliette', 'name': 'Juliette', 'id': 1351188841558913025, 'id_str': '1351188841558913025', 'indices': [14, 23]}], 'symbols': []}"
2021-09-22 14:57:16,@AcervoCharts @juliette três,Juliette,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AcervoCharts', 'name': 'ACERVO #AcervoMusicAwards', 'id': 753424463560052736, 'id_str': '753424463560052736', 'indices': [0, 13]}, {'screen_name': 'juliette', 'name': 'Juliette', 'id': 1351188841558913025, 'id_str': '1351188841558913025', 'indices': [14, 23]}], 'symbols': []}"
2021-09-22 14:57:22,@AcervoCharts @juliette quatro,Juliette,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AcervoCharts', 'name': 'ACERVO #AcervoMusicAwards', 'id': 753424463560052736, 'id_str': '753424463560052736', 'indices': [0, 13]}, {'screen_name': 'juliette', 'name': 'Juliette', 'id': 1351188841558913025, 'id_str': '1351188841558913025', 'indices': [14, 23]}], 'symbols': []}"
2021-09-22 14:57:25,"@AcervoCharts @juliette Cinquenta e três

JULIETTE TE AMO",Juliette,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AcervoCharts', 'name': 'ACERVO #AcervoMusicAwards', 'id': 753424463560052736, 'id_str': '753424463560052736', 'indices': [0, 13]}, {'screen_name': 'juliette', 'name': 'Juliette', 'id': 1351188841558913025, 'id_str': '1351188841558913025', 'indices': [14, 23]}], 'symbols': []}"
